content,flag
左前大灯喷水泵不回位,1
暖心活动,2
"检测发动机故障灯亮,加油没劲",1
此次保养维修费用约为:934元,2
发动机机油道清洗养护,0
发动机罩(整形喷漆),0
客户反映风扇常转,1
后尾灯座,2
删除故障灯,1
检查客户反映车子后备箱关闭了之后,1
拆装发动机维修,0
发动机三元催化器清洗还原,0
JE建议更换机油压力传感器P0520,0
更换两后门开度限位器,2
检查底盘发动机下护板,0
偶发故障、曾仪表报警、耸车,1
下次换机油公里数:9621,2
"SRP001机油保养(机油、机滤),费用预计:860元",2
使用地：鲁甸,2
D档位踩到刹车珂珂的异响,1
节气门:清洗,0
喷油器+进气道套餐A,0
"客户反映行驶中右前门异响,座椅异响?",1
"太平双案不代办,取车付费1600+3200",2
偶小保养机油机滤发动机清洗养护,0
先用198机油清洗发动机,0
左前摆臂衬套有点破损,1
51E1,2
钥匙中控有时失灵,1
客述：检查原地打方向打到一定角度有兹兹声（向左有,2
发动机喷漆,0
描述嘉实多5L,2
经维修师傅检查是空调缺少制冷剂所导致?,1
前保右后叶右后保喷漆,2
其它：客户反映：只做机油保养,1
拆装后备箱盖烤漆件,2
常规保养(润滑空气格)110162296,2
B301更换正时皮带,0
项目：设置8000km180天保养提示,2
换前防撞梁杠格栅,1
节气门清洗预计费用491元,0
清洗喷油器积碳.,0
检查起步加油或停车时发耸,1
出1瓶中支燃油添加剂,2
冲5.20151105455预存1500元,2
更换:发动机下护板,0
换活性炭罐,2
变速箱油、滤网更换,2
更换火花塞、左前近光灯泡,0
5.Fuelfilter更换燃油滤清器预计价格599元,0
检查左后门玻璃饰条松动,1
检查防冻液、火花塞(工种:机电),0
更换车速传感器(左前),2
更换右前发动机护板,0
客户描述:清洗节气门喷油嘴,0
更换暖风空调滤清器(快保),2
不换影响打火,1
更新左前防冲撞头枕,1
壳体空调器(漏风）,1
更换燃油滤清器（费用预计：544,0
项目光4个刹车盘,2
检查上120码左右车身发抖,1
新迈腾TSI每5000公里保养,2
更换发动机室隔热板,0
检查大灯方向盘偏左,1
发动机装饰罩总成,0
4.清洗发动机,0
节气门及其紧固件深化养护,1
清洗剂节气门,0
处理放油螺丝,0
TS发动机清洗,0
两后门中控锁偶尔不起作用,1
免费检查轮胎气压及磨损情况?,1
备注:技师检查发现前刹车盘磨损至极限,1
客户反映：左前门玻璃升降有“踏踏”的异响,1
描述怠速时发动机抖动,1
空调养护送清洗节气门,0
检查右侧两门子有异响,1
四门保养润滑,2
底盘球头胶套及发动机舱线路清洗,0
机油滤清更换冷气可发动机清洗除积碳其他,0
6万公里级保养,2
更换下格栅及亮条,2
油品更换作业机油补差价,1
更换美浮机油补差价,1
项目：右前杠、右前叶修复,2
行驶中左打死右前嗡嗡响,1
检查前避震器,1
发动机罩:更换前机盖隔热棉,0
检查早晨发动机故障灯亮车抖,1
(江琳)服务顾问为您服务!,2
例行保养、发动机内清,0
汽车音响真皮坐垫套太阳膜急救包灭火器?,1
"\n零件价格：0.00,项目价格：38.30,制动助力器真空管松脱,.10倍",1
D前杠喷漆,2
更换起动机后异响排除,1
进气道,2
客户反映:发动机亮故障灯且车辆抖动严重,1
检查空调启动时不太凉（查过多次,1
清喷油嘴节气门体免拆进气道,0
机滤散热器座垫漏油，建议更新,1
再观察）,2
机油道的清洗与保护,2
发动机保护?,0
项目：初检发动机不着车,1
发动机总成卸装,0
人保（平谷）垫付,2
更换散热器（店长工时7折）,2
检查机油经常少,1
更换前舱配电盒转接器,2
轮胎换位发动机舱清洁,0
加两袋发动机再生清洗剂,0
深化检查B4?,2
检查右侧反光镜折叠打玻璃,2
建议拆洗节气门,0
打诊断报告,1
注：漏水第二次维修,1
P0621发电机L端子电路,0
橡胶保护,2
原因更换转向盘总成巡航控制,2
免拆喷嘴清洗节气门,0
客户反映车辆打方向异响.要求检查,1
项目更换附件皮带轮,0
检查发动机咔咔响,1
项目：清洗节气门控制元件（2.02.4),0
发动机清洗保护2+1,0
项目：01程序(V)02程序(V),2
火花塞保养费用为元,0
活动赠送玻璃水放后备箱,2
发动机机舱抗氧化护理,0
发动机润滑系统养护(关爱卡),0
CAMRY地毯,2
将换好的备胎换置右前轮,2
尾灯:后组合灯灯泡拆装更换(单侧),2
空调套餐2套,2
后视镜加热建不亮,1
项目进气门节气门清洗280,0
"2015年夏季活动抢红包(节气门,燃油)",0
起动电机4G18T),2
左前座椅电加热自动关闭,2
更换右后下纵臂,2
"波箱油底壳撞变形,龙门架变形",1
WA721对前端电子设备和电动尾门控6600Workshopcampdone,2
项目：喷油头节气门进气管三件套清洗,0
26010排气系统1511断裂,1
客户反映行车经常EPC报警,1
检查(发动机故障灯亮),1
机油机油滤火花塞汽油滤,0
项目拆装副车架、吊装发动机,0
检查1.右前门开关有异响2.车身方向右偏3.故障灯亮一个星期左右,1
节气门清洗及电脑初始化,0
其它：客户反映车辆多处受损,1
检查冷车打火异响,1
"作业人:侯文亮,张磊",2
两后叶子板后围板喷漆,2
检查往左打方向时嗡嗡异响试车,1
407定料回,2
拆\换发动机一级齿型皮带（长正时皮带）,0
换机油冷却器(帕萨特),0
发动机盖：喷漆,0
已建议更换三滤及火花塞,0
加雪种试漏,1
拆装车轮及轮胎总成,2
项目：左后门有时打不开,1
更新后部所有带锁扣总成的安全?,2
项目：更换汽油泵及浮子,0
拆装进气歧管清洗喷油器,0
更换进气电磁阀缸列1,0
国产新车检查,2
修复发动机底板,0
左前门玻璃升降开关上右前车门升降按钮亮条自然剥落右后门上的玻璃升降开关亮条也自然剥落TAR:1.客户抱怨玻璃升降开关上的亮条自然脱落2检查并确认故障现象存在,1
右门槛、右前叶子板、右前门喷漆,2
化油器:节气门体喷油嘴清洗,0
密封涡轮增压管漏气,1
更换配气齿轮箱盖,0
检查怠速时有时自动灭车(工种:机电),1
"火花塞已到期保养,客人要求暂不做.",0
拆装或更换左侧后部制动盘,2
检查起步转弯时后车身异响,1
空调桑拿保养套餐,2
更换波箱前油封、曲轴后油封、左右半轴油封,0
需换位则直接换,2
检查安全带不会报警,1
检查左前轮半轴防尘套,2
更换机油机油格尊护2013010202,2
检查更换右后减震器异响,1
客户要求检查刹车片的磨损情况,1
张紧器皮带空调风扇电机,1
空调(杀菌除臭,1
左后叶子板整形(2级),2
19826,2
目测轮胎内侧吃胎严重,1
更换前部一个损坏的倒车雷达,1
更换前杠下支撑右前雾灯,2
(GX)更换后烟灰缸,2
行驶60KM以上噪音大,1
用电脑检测发动机变速箱(免200元),0
发动机内部积碳清洗五元送保护,0
实际公里数71610,2
"发动机内部油泥清洗,495元",0
检查副驾驶脚下漏防冻液,1
原因左前门内拉手拉线断,1
检查确认左前车窗组合开关饰条脱落,1
按10000公里规范常规保养Z4,2
描述左后刹车灯故障,1
发动机油底壳及机油散热器打胶,0
检查1档时怠速较慢,1
B2拆装左前门板保养,2
12项免费检测?空调异响,1
左A柱左后侧围修复,2
检查车内反臭味,1
项目：安装右前轮刹车片卡簧,1
都邦未报提车付款手续差银行卡,1
"上色亮漆A,B柱",2
发动机短程修复套餐,0
建议换火花塞清洗油路,0
检查怠速发动机发抖,1
更换涡轮增压器传感器2.0T,0
左前大灯胶条粘住,1
注右后轮胎漏线先不换,1
雨刷器不喷水?,1
换挡沉,1
建议更换发动机后胶垫,0
不平路面天窗异响#,1
车子容易熄火,1
检查右前仪表“嗒嗒”响高智慧,1
检查前机器盖打不开.,1
"换机油,颠簸路面副驾驶有“嘎吱”的声音",1
建议更换雨刮片小盖板清洗节气门,0
(相关工作),2
检查左前仪表行驶异响,1
检查空调效果是否正常(电脑检查正常),2
清洗空调、除臭?,1
前保险杠拆装喷漆(平安),2
发动机燃烧室清洗,0
项目：换油服务（2.5T）,2
检查音响声音突然变大,1
拆装火花塞3.2,0
客户说检查雨刮刮不干净,1
车身后部异响,1
下水管更换（发动机变速器已拆下时）,0
是宝马的提醒模式变化导致),2
客户反映车辆左后轮处有异响请检查现已更换左后H臂暂无异常建议,1
1.5万公里定期保养1.6L,2
更换排进气门凸轮轴电磁阀,0
车主反馈:雨刮清洗液经常少,1
原因更换左前门下胶条,2
发动机免拆深度过滤清洗换油服务,0
按钮套件内部故障,1
鼓风机清洗2014,1
清洗进气道、燃烧室(工种:机电),2
检查过不平路两边门异响下次处理,1
更换火花塞I,0
拆装或更换驱动油,2
燃油泵控制器拆卸和安装,0
检查燃油泵继电器和DME线路,0
喷前杠头盖左右前叶,2
换火花塞一套,0
项目：手动清洗节气门,0
经车间检查：压缩机损坏,1
更换后排座左侧阅读灯盖,2
发动机保养（0W40）,0
故障码:P0521,1
更换油封—输入轴,2
同客户确认无故障,1
检查加油时发动机噪音大(紧固底盘护板),1
检查：客户反映车辆门锁异常,1
更换火花塞六只,0
主驾驶座椅加热垫原因,2
润滑+节气门,0
我是您的服务顾问:毕德陆,2
下次保养为7500公里,2
添加动力转向系统保护剂?,2
电脑检测发动机故障灯偶尔亮,1
发动机润滑系统养护(220),0
更换机油散热器座子,0
"ABS灯亮,手刹灯亮",1
399套餐优惠(附加项目),2
修复后备箱难开?,1
"刹车正常,远光灯近光灯正常",2
喷漆费,2
发动机氢氧除碳（含材料）,0
空调制冷慢,1
"左前钢圈有变形,先做动平衡",1
检查110迈车抖,1
检查车子行驶在不平路面时车子右边会发出沙沙的异响客户,1
汽车美容,2
检查刹车皮带球头等,2
检查火花塞(只),0
出两套机油三芯(带走),2
更换机油感应塞,0
"原因机盖亮条,中网,左大灯",2
左前门及防撞条喷漆,1
发动机仓外部清洗,0
客户反映:1.检查车辆有无漏油情况2.前几天出现车辆故障灯亮,1
检查起动机,0
"需换左前轴头,左右三角臂",2
原地打方向也有明显异响声,1
发动机盖铰链:修理,0
Y氢氧除积碳检测,2
校正左前叶子板拆装前杠,2
检查油箱盖锁是坏的,1
主车电话,2
后保险杠中间(喷漆),2
更换高压泵、供回油管路（23J5）,0
拆装发动机仓前部密封条,0
描述仪表上曾显示故障，发动机声音大,1
建议拆装清洗进气歧管,0
检查两前门玻璃上升时会自动下降,1
节气门清洗480,0
更换机盖左前叶前杠上下,2
检查发动机水管憋气,0
"机油购存本次第三次,剩三次",2
增值服务.发动机舱吹尘清洁,0
拆装左后门内衬更换左后玻璃导向槽,2
"后差速器漏油,建议观察使用",1
左前门左后门左后叶子板左门槛左B柱整形拆装,2
进排气系统免拆清洗,0
检查油门噪音检查油门噪音很大,2
"右大边拖底有松动,固定一下",1
19L5行动拆卸安装增压器,0
原地和行驶中,2
赠送发动机仓内清洗,0
18万公里定期保养,2
客户陈述:风扇嗡嗡响,1
检查底盘有无刮伤?,1
建议换氧传感器,0
蓝色关爱检查:灯光、胎压、底盘、油液、制动片厚度等,2
客户反映:右后轮胎防盗螺丝损坏.,1
领料?,2
12项“悦享套餐”制动液保养,2
客户反映:副驾驶侧不坐人也会提示需要寄安全带警告提示,1
"DVD复位,导航升级试车正常试用观察",2
更换氧传感器1·2,0
拆洗发动机积碳,0
W更新两个缺气保用轮胎,1
钣金拆装:左前门外拉手及后视镜,2
燃油位置传感器,0
检查左前门不能开,1
项目换增压器润滑油放油管,0
更换左后门电动车窗开关和左前门电动车窗开关排除故障,1
其它：车主反应:车辆左后尾灯全部不亮,1
调整?,2
四轮轴承保养,2
前后轮胎交换,2
修雨刷刮不干净,1
检查副驾驶座不能移动,1
更换右后减震缓冲块,1
项目火花塞,0
右前叶子板右前半杠烤漆,2
发动机润滑系统清洗(站内20.00),0
拆卸和安装或密封节气门阀体(清洗）,0
附件拆卸安装,2
描述事故拆解,2
更换天窗玻璃密封条故障排除,1
右后叶及受损部位整形,1
系统锁,2
机油滤清器:机油滤清器支架分总成拆装更换,0
拆装后杠及左后叶子板饰件,2
描述检查高速或快停止车头有异响,1
左后叶内衬:更换,2
更换(尊选)机油、机油格、放油螺丝及垫片,0
四轮换位动平衡2化清剂1,2
增值服务:免费清理发动机舱,0
项目：火花塞更新,0
换后背盖上锁盖板,2
皇冠油底壳漏油检查修理,1
前悬架减震器.拆卸和更换.包括拆卸／重装组件,1
机油补差价￥143,1
一万KM保养费用应向一汽丰田申请,2
更换上部后连杆(左),2
后围及右后叶子板修复,2
断管充冷,1
路试检验合格：????,2
更换左后制动鼓总成,1
检查客户反映左后车窗马达有故障,1
备注：放油螺丝滑牙,0
前杠右前叶子板发动机罩喷漆,0
发动机缸内积碳清洗（氢氧除碳）,0
左后防擦条(喷漆),2
更新2列监控氧传感器,0
我们会提前安排技师,2
事故车拆检定损维修,2
更换雾霾滤芯,2
分电器:更换发动机皮带,0
喷漆后尾堵,2
清洗节气门(1.8)2379,0
普通保养+发动机清洗,0
检修自诊断接口松脱,1
发动机润滑系统清洗剂?,0
测电瓶电压,2
更新后部雨刮条,2
更换前杠上骨架,2
全新捷达3万公里定期保养,2
更换机滤、机油4L壳,2
更换前盘及后片,2
"客户反应右后刹车灯泡灯光不亮,与客户观查",1
左后叶子板、左后杆喷漆,2
拆装进气歧管更换L5KD121447A,0
1.客户已确认维修估价为:973.002.以上估价不含待查及待定项目3.已和客户确定预,2
更新工单预留配件及其他,2
发动机润滑清洗系统保护,0
更换右前门拉手底座,2
机油滤清器:机油滤清器总成拆装更换(LC100),0
购2瓶小汽油添加剂,2
原因客户反映四门从外不好开（紧,1
"换机油及格,空气格?",2
右B柱喷漆,2
前轮毂螺帽,2
检查轮胎气压报警右侧转向灯泡,1
更换发动机风格清洁冷气格,0
其它：CHECKREARBUMPERDEFORMED查后杠变形（TA，预估：2492.00）,1
如有出现类似故障,1
发动机清洁与养护,0
更换发动机机油和机油滤清器,0
左前减震支柱渗油,1
检查右后轮行驶异响,1
全车电脑检测（VSA505X）,2
四轮定位大放送?,2
发动机机油检查和重新填充?,0
检查故障灯亮、车子加速无力,1
车身四合一润滑、发动机抗磨保护、空调杀菌保养,0
15000公里清洗节气门,0
维修费(3000),2
下部横向摆臂拆卸和安装,2
右后门框烤漆(P),2
旧配件已确认，托修方声明放弃,2
拆装检修左前门锁,2
检修漏134A（冷凝器）,1
更换汽油泵(2\3000\波罗\B5\途安),0
"空气滤清保养,费用为285",2
反映左前门共振(开音响后明显,1
换油保养（2.0T）,2
不跑偏）,1
3万公里保养换机油四滤火花塞,0
美孚机油补差价260?,1
拆装气缸盖罩（2.0T）,0
045481拆装轮胎对调,2
描述客户反映档位不显示,1
项目更换机油泵,0
"145,000KM保养(恶劣)",2
右前事故修复备胎坏的前挡贴膜,1
更换节温器及垫,0
右下臂球头异响,1
座椅地毯,2
更换交流发电机总成(θ发动机),0
建议清洗节气门发动机外部皮带,0
地图卡,2
项目发动机清洗剂保护剂,0
"钣金节气门体化油器,其他",0
更换发动机底版,0
方向机总成,2
描述检查颠簸路段地盘异响,1
美孚机油清洗发动机,0
更换换档杆拉索,2
请检查(检查需要更换高低音喇叭,2
客户反映冷车不好启动以维修至,1
客户反应转向由异响,1
右前门及右前叶子板调校,2
左前门行驶颠簸路面时异响,1
更换发动机罩锁拉索总成,0
描述转向助力管漏油,1
外带两盒燃油添加剂（买六赠一活动，共14个）,2
更换火花塞和分缸线,0
处理工作台中间异响,1
更换头盖、中网、中网标,2
更换发动机正时侧盖垫,0
项目：检查右前门右后门锁不住,1
原因检查减震器漏油,1
MMI控制面板已处理待观察,2
轮胎压力报警查备胎传感器,1
检查起步时抖方向盘不稳,1
建议下次到33043KM保养,2
拆装内饰顶,2
检查刹车响正常,1
建议更换两前平衡杆(胶烂),1
左前轮轴承故障,1
右侧A柱饰板损坏,1
车厢空气滤清器更换,2
无服务活动，免费洗车，换火花塞,0
下次保养公里约:181900公里,2
右后挡泥板(在车内),2
J更换空气滤芯,2
项目：发动机润滑系统保养MS,0
换方向助力油(清保),2
使用发动机润护套,0
拆装或更换发动机控制单元?,0
更换火花塞(已建议用户未做),0
长途安全检测,2
天窗异响（建议更换天窗框架）,1
维修后检查,2
更换前轮轴承两侧,2
更换发动机右旋置软垫,0
拆装车轮轴承座,0
及时检修,2
更换机油泵滤网,0
项目：附件—发动机仓线路养护,0
"右前门玻璃下降偶尔脱轨,升降机松旷",1
更换进气支管单向阀,0
更换左后三角玻璃,2
60000km检查燃油滤清器、变速箱油(手动、自动)、冷却液刹车盘片(1.4T1.2tEA211),0
拓号并把氧传感器及三元催化及碳,0
发动机油泥清洗送8GU盘,0
右前车门修补喷漆,2
项目：更新整个节气门阀体,0
BMW“悦享”保养套餐.更换火花塞(668),0
发动机润滑系统清洗(190),0
27103公里规范常规保养,2
清洗所有火花塞(用DIS进行功?,0
客户述车辆行驶时踩刹车停住后熄火,1
过减速带时右后车轮异响,1
更换变速箱矿物质油,2
右前叶子板打蜡,2
A1.5基础保养,2
右前部受损（中华联合）,1
门槛纵梁,2
气缸盖罩螺栓连接(PUMAmeasure17),0
曲轴.飞轮:曲轴皮带轮拆装更换,0
更换加油自动熄火,1
清洗燃油系统及节气门,0
更换节温器（b5）,0
修整右前门,2
检查导航一直处于初始化,2
变速箱控制单元和发动机控制单元重新编程,0
赠送保养一次鉴定结果：免费保养一次故障件代码：SHZ.1000011换表里程：0.00销售日期：2008.09.01,1
发动机仓清洗（美光）,0
拆\换发动机二级齿型皮带（短正时皮带）,0
项目：钥匙起壳,2
检查空调内循环按键不好用?,1
检查遥控失灵(工种:机电),1
客户反映加油没劲（无异常,1
更换右前轮轮胎（轮毂在后备箱里）,2
拆洗节气门、喷油嘴清洗积碳,0
检修颠路时后部异响,1
更换后备箱锁止机构,2
右前门做漆225,2
索赔更换右前门玻璃升降器,2
用户反映车辆无法启动,1
检查车有时打不着,1
更换前碰撞传感器(更换1个)GX7、GX9车型,1
项目更换全车火花塞及点火线圈及缸线,0
检查客诉：两前轮胎吃胎,1
建议清洗节气门、喷油嘴及四轮刹车保养,0
检查附件皮带及正时皮带?,0
前保险杠及右前雾灯罩喷漆,2
更换正时附件皮带一套,2
客户反映高速刹车时方向盘会抖动,1
检查主驾驶雨刷刮不干净,1
下球节总成(单侧),2
检查客户反映车内后视镜损坏(定,1
检查行驶中路面不平有异响,1
检查车辆前部有声音,2
5左前前车门喷漆,2
二保（机油不换）,2
前横向稳定杆拉杆总成(左侧)?,2
开关车门有异响,1
检查客户反映车辆有时启动困难,1
更新密封气缸盖罩,0
已建议更换发电机皮带及调整轮,0
更换汽油滤清器及空调滤,0
检查空调风小建议更换空调芯,1
注：波箱油正时皮带火花塞到期,0
检查发不出更换电瓶,1
拆装更换后杠及损坏件,1
其它：客户关爱300元代金券（燃油泵召回）,0
清洗火花塞后清码,0
客户反映行驶到120码时方向盘发抖,1
更换两前减震器?,1
项目：拆装更换助力转向系统油管,2
保养(工种：机电),2
序号：2索赔单号：SZ20140403055故障描述：安全气囊等亮故障码B1477帘式安全气囊电阻过高.乘客侧鉴定结果：经查为侧气帘转换线束制品质量差,1
仪表板和控制台仪表板配置补充操作,2
B类保养:机油四滤火花塞(206307),0
车轮定位，VIP,2
检查右前玻璃有时不能升降,1
有时发抖,1
检查车辆两后尾灯有翘起现象,1
加装精品不赔,2
自费保养、免费维修、自费维修,2
更换进油管,0
鼓风机马达分总成,1
客户反映车辆马上要过保修期了,1
刹车踏板处加油,2
用户反映左前门玻璃不升降,1
检查电池发电机,0
客户不更换火花塞,0
右后叶子板局部钣金,2
校修左前叶前门后门后叶C柱,2
检查客户反映低速行驶时车辆后部有“咳咳咳”异响,1
清洗油路和进气支管,0
3.客户反映：踩刹车抖,1
已寄回维修,2
发动机机油油道清洗:640(W),0
更换变速箱油、后差速器油,1
清洗节气门体进气管道三元催化,0
镜壳、门把喷漆,2
首次保养（B5,2
C6右前翼子板钣金（中）,2
四合一保养(清洗发动机舱),0
ZD:保养,2
密封密封气缸盖罩,0
按27676公里规范常规保养,2
如客户不愿在本站维修,2
踩刹车和踩油门有吱吱响,1
检查有时起动后又熄火,1
变速箱电脑板失效,1
发动机盖作漆,0
我是您的维修顾问韩井祥,2
M更换高压汽油泵,0
养护套餐一(清洗节气门、清洗油路),0
发动机软件升级服务行动,0
描述左前门玻璃升到一半时，玻璃松旷,1
检查仪表显示'请换机油',2
检查颠簸时右后异响,1
"发动机油保养5w30,5l",0
拆装或更换下部正时齿形皮带护罩(含发电机皮带),0
更换火花塞(1.82.0T),0
检查打方向异响(试车无异常,1
拆装右后杠角及灯,2
更换风扇皮带轮,0
项目：检查废气灯亮抖右后门外侧打不开,1
X40软文转发活动,2
节气门体:101701,0
项目：正时齿轮箱拆卸和安装,0
清洗节气门(电子匹配),0
检查4档行驶右前门有异响,1
发动机四缸燃烧室氢氧除积碳,0
9.19上午交车,2
检修前氧传感器,0
温暖冬季,2
更换转向助力回油管(散热器方向机),0
设置安全门锁,2
保险赠节气门清洗,0
人保:右前部受损,1
描述发动机润滑系统深化保养(材料230),0
项目：检查行驶中扶手箱处有异响,1
前杠、前大框及附件拆装,2
项目：回访时间：下午,2
建议更换皮带机火花塞,0
更换后杠吸能块+卡扣8个+螺丝10个,2
检查PS灯亮,1
检查左后轮响停稳后偶尔,1
更换右拉索支架,2
检查转向开关.不易启动,1
胎压显示不准确（前后不一致）检查,1
项目：检查发动机故障灯亮且抖动,1
更换火花塞估价929,0
检查驾驶侧车门有时打不开,1
右侧排气管隔热垫,2
拆门皮通知理赔拍照,2
发动机舱桑拿,0
换节气门加热水管,0
描述检查变速箱漏油,1
已建议清洗发动机油泥,0
人保三者提车付款,2
CRV10000公里保养,2
修复左后翼子板、左后门,2
更换机油机滤净化空滤,2
检查空气滤卡扣,2
更换机油及机油滤清器（金）,0
更新一个以上的点火线圈(6),2
检查客户反映车子漏水,1
嘉年华会员活动,2
发动机深度清污排毒(机器放油)?,0
清洗发动机润滑系统杂质,0
后侧门车窗框架前饰件总成,2
太保18914520NO.Z,2
秋季车辆免费检查,2
油路系统清洗（清洗节气门及喷油嘴系统）,0
检查左后门玻璃升降开关坏建议客户拆装门板检查,1
原因换左后轮钢圈\动平衡,2
更换涡轮调节电磁阀,0
更换右后雾灯泡,2
检修水温灯亮[视情],1
钣金更换左后尾灯,2
车主反映顶棚松脱,1
"tbestarted.打开点火开关,启动车辆,不能着车",1
钣金:更换右后门把手前后节,2
拆装曲轴皮带轮,0
中央出风口订货,2
正时皮带前下盖…更换,0
项目更管燃油泵?,0
客户保养邀约进厂,2
喷漆后保险杠,2
空调系统养护套餐A,2
"今天出现变速箱不在档位上,ABS?",2
更换转向角传感器（订货）,2
"打不着车,陈村外出服务",1
检查气囊报警已处理,1
常规保养(高端机油发动机养护),0
发动机有故障灯亮(已消码),1
右前叶子板有损,1
两后轮轮胎严重缺气,1
前杠整块喷漆,2
更换燃油滤清器(费用预计:2127),0
描述发动机曲轴后油封漏油,1
轮胎动平衡两只及换位?,2
项目：拆装进气歧管4.2,0
车身四合一润滑、发动机内部清洗、刹车保养、更换刹车,0
更换主汽油泵浮子,0
建议清理发动机内部积碳,0
右前叶、前盖、前杠、右前A柱烤漆,2
更好机油机滤查二滤查气囊灯亮DISP仪表灯不亮查电瓶电量更换螺旋电缆,1
英大5000交费,2
漆面小损伤修复,1
2万KM不换火花塞视为放弃质保,0
客户反映:加油提不起速(自己加过一瓶水),1
换发动机下护板校正下横梁,0
清洗喷油嘴、火花塞、燃烧室、VVT阀等,0
车窗调节器门锁:门铰链打油,0
冷车时左前门打不开,1
检修加油哄哄的响(消声器消声时),1
全车检查、清空调滤清发动机仓电瓶检测检查防冻液冰点,0
（晶锐）更换汽油滤清器,0
更换机油、四轮换位平衡、空调滤、汽滤、节气门、喷油嘴、三元催化、积碳、空调、前片,0
右悬架下臂分总成(单侧),2
2013042317补差价,1
发动机油道清洗、保护,0
检查客户反映冷车发动机噪音大,1
空调出风温度为6度,2
原因客户反映跑烂路时异响,1
K拆卸清洗节气门体、编程,0
建议更换预热管(进气支管下方),0
清洗节气门(会员),0
更换燃油滤清器(视车型而定),0
W免拆清洗发动机积碳包工料,0
发动机仓线路保养清洗,0
进一步检查为曲轴位置传感器问题,0
更换出水管(机油冷却器),0
拆检火花塞及汽油格,0
检查天窗垫关不上,1
更换燃油脉冲谐振器,1
1更换前杠及下部,2
唯美V20V38,2
清洗节气门1.8,0
更换曲前油封,0
客户反应:大灯开关凹进去,1
新迈腾B7L10000km定期保养,2
更换火花塞560,0
更换左右前减防尘罩,2
修复右前杠、右前叶子板、右前门、右后门、右后叶子板、右后杠(工种:钣金),2
检查发动机前底护板是否能复位,0
副仪表板扶手储物盒斗总成,2
车身外侧设备:检查四轮胎压前杠拆装喷漆,2
左前部颠路异响,1
"T959,3265Q",2
检查80.100迈时机舱异响,1
后级氧传感器总成,0
免费洗车服务\使用机油券一张,2
建议发动机线路养护,0
发动机声音比较大电脑检测发动机没有故障,1
"左前门窗下降时有异响,咕咕声",1
人保金牛,2
部分发动机维修?,0
更换停止检查开关(制动开关),1
更换机油机滤销售赠送,2
有个刹车灯不亮,1
描述更换发动机油、机滤,0
检查:车子噪声大底盘,1
90500喇叭4011触点松动，触点故障Replacethem,1
检查水温报警灯有时亮,1
更换燃油泵总成后试车,0
气缸垫,0
检查驻车制动灯亮过,1
B8左前翼子板烤漆,2
检查左边排气管,2
"建议换全车油,火花塞",0
预约维修保养电话051252306268,2
"组合:燃油管路,节气门,清洁",0
发动机内部清洗保养(自费),0
发动机润滑清洗约468RMB,0
清空滤空调滤水箱冷凝器,2
B套餐菜单式保养（合成机油）,2
更换减震、羊角、转向横拉杆及球头、轴承、减震、压力轴承、刹车皮、刹车盘、半轴、,1
节气门清洗+电脑编程,0
事故平安右前杠及底部受损案件号:,1
客户反映前面阅读灯不亮,1
检查.又中门上部饰板脱落,1
松或按时有异响,1
拆装右前杠角及整形S2,2
更换火花塞900元,0
检查有时低速行驶中有嗡嗡响声,1
检测防冻液冰点.35°,2
北京星德宝售后活动四轮定位发动机舱清洗4项润滑套包钜惠活动,0
客户反映喇叭单音（113069KM2010,1
补:2015071519工时费,2
后牌照底板喷漆,2
建议下次保养里程：12596KM,2
检查机油少?,1
客户反映怠速时发抖要求检查,1
鼓风机鼓风机电阻带料,1
吊装发动机及更换机舱线束,0
“悦享”保养套餐空气滤清器保养费用:元,2
换左前雾灯及框2,2
检查凉车油表指示不准跑起来就好了,1
更换正时皮带水泵,0
换油服务—A6L2.0,2
检查灭车后机器有声音,2
检查灯光报警灯常亮,1
平安定损1738元,2
店庆活动燃油进气,2
更换右侧消声器,2
化油器:清洗燃烧室,2
01表101112,2
更换机油及机油滤清器元件,0
外出施救检打不着车,1
发动机机内部清洗,0
建议更换方向盘,2
更换放油螺丝垫,0
客户反应有时不加油门熄火,1
调整行李箱盖,2
建议更换自动变速箱正时皮带,0
更换正时套件及发电机套件1065,0
拆卸和安装或更新前部两个减震支,1
"客户反映:锁车后,没有人触碰,有时防盗喇叭会乱报警",1
连接蓄电池充电,2
修复机盖右前叶子板塑修调校右前杠,2
更换右后轮胎25550R19107V普利司通2080元,2
更换发动机缸盖?,0
检查走烂路后部底盘异响,1
左前门、左后门、左下槛整形,2
更换发动机下护板前杠下裙B,0
平安、缺所有手续、报划痕险,1
检查左后视镜松,1
车前保险杠总成或车前保险套,2
排挡机构内部故障,1
25万公里保养,2
清洗节流阀体(节气门)非TSI,0
有顿挫,1
下次建议：三芯火花塞五清,0
检查车辆底盘左下支臂松旷,1
项目：要求更换火花塞空调滤,0
项目：更换发动机废气阀,0
油电路保养排气三元催化器深化保养、更换后差速器油,1
“纯正油礼”四免一(第二次),2
EFI:其他更换正时皮带,0
检查行驶中车轮异响(右前轮),1
此次维修估价费用:480元(15%的浮动),2
项目：右前门、门槛修复、右后叶子板修,2
检修后尾门异响,1
拆卸和安装密封气缸盖罩,0
收音机油杂音(下次处理),1
其它：客户述：行车电脑出现黑屏每天都能出现倒车时黑屏行驶中也出现黑,1
其它优惠(机油补差价),1
发动机前方渗油处理,1
